protocol_id,baseline,scenario,reliability,beta,repetition,wild_draws,status,n_groups,orthogonal_wild_p,orthogonal_score_mean,partial_rank_slope,supported,positive_supported
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,33,4999,estimated,240,0.9486,0.00028889261458519996,0.004393362755801261,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,34,4999,estimated,240,0.9898,-4.350295978224339e-05,-0.0006900936179322859,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,35,4999,estimated,240,0.0716,-0.007566266200208989,-0.10536351326480821,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,36,4999,estimated,240,0.5266,0.003160179449163966,0.04002261419984618,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,37,4999,estimated,240,0.1698,-0.005554882330842442,-0.07610139002586266,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,38,4999,estimated,240,0.3602,-0.003452365036695898,-0.057619162010120524,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,39,4999,estimated,240,0.0136,-0.009074692727817999,-0.13770705273748066,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,40,4999,estimated,240,0.4748,-0.0026603481112188565,-0.04107320066424703,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,41,4999,estimated,240,0.903,-0.0005373688078899583,-0.0077585957590238196,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,42,4999,estimated,240,0.056,0.008153442585873449,0.11023738727726909,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,43,4999,estimated,240,0.637,-0.0021562482216199164,-0.0291463805081225,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,44,4999,estimated,240,0.7452,0.0013665705595511002,0.020289117571519688,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,45,4999,estimated,240,0.0274,-0.011301288889604317,-0.12926349904908613,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,46,4999,estimated,240,0.3626,-0.004555695539141677,-0.06233292398554647,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,47,4999,estimated,240,0.462,0.00307060709294605,0.05251806385901689,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,48,4999,estimated,240,0.9532,0.0002349135565261969,0.0036180205893495154,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,49,4999,estimated,240,0.506,0.002734587824623469,0.04071196819313698,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,50,4999,estimated,240,0.8396,0.0009295351653401806,0.012962323099481,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,51,4999,estimated,240,0.9986,1.876899181116609e-05,0.0002477973108511798,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,52,4999,estimated,240,0.724,-0.001461011284920244,-0.0226265065990683,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,53,4999,estimated,240,0.429,0.0038780240039761995,0.05054808804783083,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,54,4999,estimated,240,0.015,0.01090247923231346,0.14078976434775184,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,55,4999,estimated,240,0.037,-0.009521274229387974,-0.11800514293886095,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,56,4999,estimated,240,0.2232,-0.005061892920278497,-0.07348902536842306,False,False
