reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324369852,3061269852,polynomial_ridge_interactions,estimated,-0.0018189176641008032,0.15,-0.01760270652475886,0.0029058238033086055,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324469855,3062269855,polynomial_ridge,estimated,-0.0006133382357722606,0.02,-0.0026423454138096675,0.0012193036618743677,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324469855,3062269855,polynomial_ridge_interactions,estimated,-0.0012727140324590197,0.14,-0.012601944610726591,0.0008046640116443823,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324569858,3063269858,polynomial_ridge,estimated,-0.0005261490512332989,0.96,-0.001835032643541995,0.0006100845171374684,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324569858,3063269858,polynomial_ridge_interactions,estimated,-0.0008285110281256165,0.24,-0.023970249515940917,0.0009140387624646076,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324669861,3064269861,polynomial_ridge,estimated,-0.0006288003452273828,0.3,-0.002434812239591398,0.0010069634570222244,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324669861,3064269861,polynomial_ridge_interactions,estimated,-0.0020633316299645244,0.58,-0.018355977155418014,0.0008338845884221215,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324769864,3065269864,polynomial_ridge,estimated,-5.937738247328199e-05,0.41,-0.001609627666043495,0.0015826125568505008,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324769864,3065269864,polynomial_ridge_interactions,estimated,-0.0007550331558941693,0.39,-0.030733785518423,0.0011859346987652787,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324869867,3066269867,polynomial_ridge,estimated,-0.0007597520761238826,0.07,-0.0017532796962862224,0.0010716561963896854,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324869867,3066269867,polynomial_ridge_interactions,estimated,-0.0003099591473810382,0.07,-0.03307491285843538,0.000480104689728926,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324969870,3067269870,polynomial_ridge,estimated,-5.755072288875186e-05,0.22,-0.0020132857009282946,0.0008229697528181609,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,324969870,3067269870,polynomial_ridge_interactions,estimated,-6.291293450865236e-05,0.63,-0.010417712549774742,0.0019902608251185444,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325069873,3068269873,polynomial_ridge,estimated,-0.000738560260946217,0.6,-0.0017791820401869107,0.0009753827692632345,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325069873,3068269873,polynomial_ridge_interactions,estimated,-0.00046422582657423134,0.16,-0.0180988928314814,0.0011135624168357554,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325169876,3069269876,polynomial_ridge,estimated,-0.0007634154982019007,0.4,-0.002123924819226267,0.0011376439909199965,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325169876,3069269876,polynomial_ridge_interactions,estimated,-0.0010771925942374499,0.16,-0.016359791595669207,0.0017869117025149158,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325269879,3070269879,polynomial_ridge,estimated,-0.00021705341735101273,0.03,-0.0028998833329326634,0.0006035989665702161,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325269879,3070269879,polynomial_ridge_interactions,estimated,-0.0005667225653781759,0.56,-0.019408663795858733,0.0011602486413595833,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325369882,3071269882,polynomial_ridge,estimated,-9.635310513852503e-05,0.12,-0.0020717865193222535,0.0011809186077424315,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325369882,3071269882,polynomial_ridge_interactions,estimated,-0.0009390426846230487,0.04,-0.018688776955909838,0.0005980132420397888,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325469885,3072269885,polynomial_ridge,estimated,-0.00020756085876792144,0.1,-0.0018287610623308457,0.001177303460479661,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325469885,3072269885,polynomial_ridge_interactions,estimated,-2.491011457978723e-05,0.99,-0.012933075083702476,0.0017665269224798755,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325569888,3073269888,polynomial_ridge,estimated,-0.0010926614802611932,0.66,-0.0023258784295519287,0.0008660218949771092,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325569888,3073269888,polynomial_ridge_interactions,estimated,-0.0007921919696605132,0.44,-0.0222924599992874,0.00044334297130271035,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325669891,3074269891,polynomial_ridge,estimated,-0.0003694009549108342,0.91,-0.0017347316525807752,0.0007490249296888279,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325669891,3074269891,polynomial_ridge_interactions,estimated,-0.0012699680230290173,0.34,-0.022994032716776677,0.0011309656563387716,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325769894,3075269894,polynomial_ridge,estimated,-0.0009943954060830378,0.39,-0.0024339403659635285,0.0005736091151102273,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325769894,3075269894,polynomial_ridge_interactions,estimated,-0.00010329585143359571,0.38,-0.013200313606256122,0.0016707083786764677,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325869897,3076269897,polynomial_ridge,estimated,-9.413924784042876e-05,0.94,-0.0021751391232627177,0.0017057929500217208,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325869897,3076269897,polynomial_ridge_interactions,estimated,-0.0004774779967431468,0.5,-0.028684673781504185,0.001067205018567949,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325969900,3077269900,polynomial_ridge,estimated,-0.0004611597982145672,0.68,-0.0022257273168299597,0.0010109832269914467,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,325969900,3077269900,polynomial_ridge_interactions,estimated,-0.0008604282154873045,0.86,-0.025294062192714947,0.00048774779276219553,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326069903,3078269903,polynomial_ridge,estimated,-0.00043809682069634163,0.49,-0.0013065992795568849,0.0014776566913712475,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326069903,3078269903,polynomial_ridge_interactions,estimated,-2.2882583075524822e-05,0.81,-0.020185707308148334,0.00044544087403095467,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326169906,3079269906,polynomial_ridge,estimated,-0.0004767798846238933,0.16,-0.0015009301323906177,0.0012314651134364577,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326169906,3079269906,polynomial_ridge_interactions,estimated,-4.2394136222684026e-05,0.16,-0.020328930838058975,0.001196014159543211,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326269909,3080269909,polynomial_ridge,estimated,-0.00018256756790175797,0.21,-0.002022373764883558,0.0011144453472185971,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326269909,3080269909,polynomial_ridge_interactions,estimated,-0.00028840781436468557,0.12,-0.022651486320661097,0.00033843050204722874,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326369912,3081269912,polynomial_ridge,estimated,-0.00041751665875126463,0.12,-0.0017747532067241933,0.0014619078825769116,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326369912,3081269912,polynomial_ridge_interactions,estimated,-0.00012413996356643205,0.35,-0.01958330626246942,0.001149271353539952,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326469915,3082269915,polynomial_ridge,estimated,-0.00030762254586471716,0.05,-0.0023625610759648334,0.0010681980828357526,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326469915,3082269915,polynomial_ridge_interactions,estimated,0.00018330072734732404,0.01,-0.02335082714249872,0.001275951927943478,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326569918,3083269918,polynomial_ridge,estimated,-0.0009524565893477433,0.79,-0.002003831839295923,0.0009616885751345896,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326569918,3083269918,polynomial_ridge_interactions,estimated,-0.0002837893086643133,0.5,-0.021411109118591266,0.0007334497303077535,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326669921,3084269921,polynomial_ridge,estimated,-0.000594503401558802,0.89,-0.0022992241366207337,0.001089255602550368,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326669921,3084269921,polynomial_ridge_interactions,estimated,-0.00023878935459769246,0.73,-0.016569388538254997,0.0008432638846742093,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326769924,3085269924,polynomial_ridge,estimated,-0.0002861838831387023,0.33,-0.0023259737828199376,0.0017260084891619109,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326769924,3085269924,polynomial_ridge_interactions,estimated,-1.453322124471499e-05,0.42,-0.029432441708250105,0.001033397828018602,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326869927,3086269927,polynomial_ridge,estimated,-0.0006669688281419706,0.84,-0.0028178843670109833,0.0007443627960767835,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,326869927,3086269927,polynomial_ridge_interactions,estimated,-0.0006620573528434677,0.37,-0.029442457038632262,0.0007254809288952222,False,False
