protocol_id,scope,baseline,candidate_id,scenario,icc,beta,repetition,wild_draws,simulation_seed,analysis_seed,status,orthogonal_score_mean,orthogonal_score_t,orthogonal_student_p,orthogonal_wild_p,partial_rank_slope,partial_rank_slope_ci_low,partial_rank_slope_ci_high,supported,positive_supported
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,8,999,8774858166219057538,15465279043934943811,estimated,0.034016131836171255,2.9310819808176394,0.005201674812233576,0.004,0.42010512025296076,0.15063457379194595,0.6895756667139756,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.2,9,999,4170837163367484883,7948648153914585984,estimated,0.01621536149288641,1.9518694463823383,0.05692633185131466,0.058,0.3195776250744208,0.01827762320072368,0.6208776269481179,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,0,999,5000551687620148544,17169987854264277481,estimated,0.024945125285886095,2.252058294075928,0.02903033170637564,0.025,0.32569106002805687,0.06041146684150156,0.5909706532146122,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,1,999,5761138904791090915,992736608913086353,estimated,0.0502091194993026,3.210276797852904,0.002392477851742707,0.005,0.4634671041052183,0.22850973520799014,0.6984244730024465,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,2,999,5761991742595548532,5712315507308362962,estimated,0.030679920115240806,2.9120500622312826,0.005476966885233541,0.004,0.3761239381106316,0.15569068393923693,0.5965571922820263,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,3,999,15136033177844603015,2809528828096664785,estimated,0.02125980283051362,2.029165630640938,0.04812632857246373,0.041,0.2724658355997775,0.027750251465624376,0.5171814197339306,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,4,999,11279262507530715228,12124540688213255536,estimated,0.03018683902764245,2.857966137720442,0.00633510634515918,0.003,0.5739375125383434,0.26333364248786495,0.8845413825888218,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,5,999,17040511736953183254,3762332945076283265,estimated,0.03715684515774597,3.238322154525715,0.002208503573432403,0.006,0.38385411287690036,0.15198050605782581,0.615727719695975,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,6,999,16832284368091611563,16210699259687590395,estimated,0.05007957632959728,3.2714593358047415,0.002008370227090426,0.001,0.7407030972814221,0.3623897517150713,1.119016442847773,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,7,999,9707865251436677585,8262363423201734036,estimated,0.012927708205780977,1.5144316107104894,0.1366130335034309,0.134,0.22952315493922287,-0.04845793371847207,0.5075042435969178,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,8,999,15915170235991753237,11016493770362789148,estimated,0.03739581822898617,3.0381034110256397,0.0038793094312603027,0.005,0.4688833112742196,0.20907729971450917,0.7286893228339301,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.35,9,999,3947223243044314730,13932164146403857070,estimated,0.0249125499795896,2.737486469418786,0.008714043265997378,0.011,0.3856024932910496,0.16533582552877815,0.6058691610533211,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,0,999,10603010545098977543,17138294648247284055,estimated,0.010151512109875131,1.5940049704022605,0.11763852617496184,0.111,0.23271493951079925,-0.06513043774868205,0.5305603167702806,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,1,999,10655698544951050397,14458969793581346621,estimated,0.040972645603651756,3.435367582611454,0.0012467083371829786,0.002,0.5403439000016825,0.32893240242385524,0.7517553975795098,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,2,999,3147117902296995102,3527376525952747753,estimated,0.027412580694302097,3.364176920834572,0.001535721897882293,0.001,0.4789961837134258,0.2410225038436956,0.716969863583156,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,3,999,11374278962761837060,14687725809712080000,estimated,0.012641550919198455,1.5946563016583584,0.1174924972303798,0.108,0.30095984952573135,-0.0921065877843304,0.6940262868357931,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,4,999,10208904808580725056,541002451229981661,estimated,0.030355680648188305,3.2668830523152286,0.0020349491020530434,0.001,0.49828416848065993,0.23202537636171666,0.7645429605996032,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,5,999,1925583261989157610,3982172310490078863,estimated,0.038258069115939625,4.610511718393646,3.097021837318182e-05,0.001,0.6287885525596089,0.42491197090647054,0.8326651342127471,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,6,999,9849009605488227360,16550515899399543858,estimated,0.03417109586631184,3.1445485281058034,0.0028819394123010466,0.003,0.5026579033904698,0.273349053794426,0.7319667529865136,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,7,999,5157742199403194480,12452444431547094786,estimated,0.036124943852140524,3.1339627889422776,0.0029690916775140844,0.006,0.40368200106807534,0.18625980980589754,0.6211041923302532,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,8,999,3020994792534819491,4914792592584237159,estimated,0.05297841404627259,3.3453458909267275,0.0016222196242650971,0.001,0.5426143844742943,0.39328597322458125,0.6919427957240074,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.3,0.5,9,999,11434776902609881381,17153698955669072570,estimated,0.043961880383594616,3.298204712430382,0.0018594922319954347,0.003,0.6273399412685909,0.4013537847612952,0.8533260977758867,True,True
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.8,0.2,0,999,14919303088551281605,12271722741264074271,estimated,0.03032851422890732,2.506891870993528,0.015695677419540276,0.023,0.3429487951602867,0.07365301342048991,0.6122445769000835,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.8,0.2,1,999,4767051467381536198,16461290035181619501,estimated,0.021679527044811856,1.9349213423191503,0.05903082883711188,0.05,0.25231896423186023,0.021449126598522383,0.4831888018651981,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,interaction_increment,0.8,0.2,2,999,14196602795107321488,12612361201543136990,estimated,0.03968118189406894,3.567057091060294,0.0008431673907365191,0.002,0.5277950561322513,0.3031928527629421,0.7523972595015604,True,True
